label	message	preprocessed_message
0	Sorry completely forgot * will pop em round this week if your still here?	sorry completely forgot pop em round week still
0	I knew it... U slept v late yest? Wake up so late...	knew u slept v late yest wake late
0	Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?	got hella gas money want go grand nature adventure galileo little bit
0	Booked ticket for pongal?	booked ticket pongal
0	Aight, can you text me the address?	aight text address
0	Ok.ok ok..then..whats ur todays plan	okok okthenwhats ur today plan
1	Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!	got take take part wrc rally oz u lucozade energy text rally le p see pack lucozadecoukwrc itcould u
0	Idea will soon get converted to live:)	idea soon get converted live
0	By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.	way ive put skip right outside front house see house pull
0	I will send them to your email. Do you mind  &lt;#&gt;  times per night?	send email mind ltgt time per night
0	Sorry, I'll call later	sorry ill call later
0	See the forwarding message for proof	see forwarding message proof
0	Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 	dont flatter tell man mine two pint carlin ten minute please
0	Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.	lol yep yesterday already got fireplace another icon sitting
0	I just saw ron burgundy captaining a party boat so yeah	saw ron burgundy captaining party boat yeah
0	Aight, I'll text you when I'm back	aight ill text im back
1	"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"	stop club tone replying stop mix see mytonecomenjoy html term club tone cost gbpweek mfl po box mk wt
1	You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p	guaranteed £ cash £ prize claim yr prize call customer service representative ampm cost p
1	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.	jamster get free wallpaper text heart tc apply need help call
0	Its a part of checking IQ	part checking iq
0	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...	japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
0	C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.	c movie juz last minute decision mah juz watch lar tot ü interested
1	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.	unsubscribed service get ton sexy babe hunk straight phone go httpgotbabescouk subscription
0	Sent me ur email id soon	sent ur email id soon
0	Yup ok...	yup ok
0	Noice. Text me when you're here	noice text youre
0	"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""	fact youre cleaning show know im upset priority constantly want need
0	* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.	nice day impressively sensible went home early feel fine boring whens cant remember
0	Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.	dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done
0	Didn't you get hep b immunisation in nigeria.	didnt get hep b immunisation nigeria
0	Yeah that'd pretty much be the best case scenario	yeah thatd pretty much best case scenario
0	No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?	dice art class thru thanks though idea time come tomorrow
0	I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 	thk ü got ta go home urself co ill b going shopping frens present
0	Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?	okay lor still let u go ah coz know later drop card box right
0	Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........	waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
0	Hey babe, my friend had to cancel, still up for a visit ?	hey babe friend cancel still visit
1	Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge	block breaker come deluxe format new feature great graphic tmobile buy £ replying get bbdeluxe take challenge
0	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...	japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
0	Thought praps you meant another one. Goodo! I'll look tomorrow 	thought praps meant another one goodo ill look tomorrow
0	Just getting back home	getting back home
0	Ok then u tell me wat time u coming later lor.	ok u tell wat time u coming later lor
0	How is it possible to teach you. And where.	possible teach
0	My friends use to call the same.	friend use call
0	Hi Chikku, send some nice msgs	hi chikku send nice msg
0	Im on gloucesterroad what are uup to later?	im gloucesterroad uup later
0	Ok...	ok
0	Can ü call me at 10:10 to make sure dat i've woken up...	ü call make sure dat ive woken
0	On ma way to school. Can you pls send me ashley's number	way school pls send ashleys number
0	Some of them told accenture is not confirm. Is it true.	told accenture confirm true
0	Yeah, we got one lined up for us	yeah got one lined u
0	I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga	dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
0	No probs hon! How u doinat the mo?	probs hon u doinat mo
0	K.i did't see you.:)k:)where are you now?	ki didt see youkwhere
0	Is ur paper today in e morn or aft?	ur paper today e morn aft
0	Lol its ok I didn't remember til last nite	lol ok didnt remember til last nite
0	Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.	please give pick tuesday evening ok
0	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng	purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
0	She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance	shes good wondering wont say hi shes smiling coping long distance
1	This message is brought to you by GMW Ltd. and is not connected to the	message brought gmw ltd connected
0	Yo! Howz u? girls never rang after india. L	yo howz u girl never rang india l
1	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub	ur awarded city break could win £ summer shopping spree every wk txt store skilgme tscswinawkage £perwksub
0	My sister got placed in birla soft da:-)	sister got placed birla soft da
1	You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 	contacted dating service someone know find call mobile landline poboxldns
0	Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..	sorry chikku cell got problem thts nt able reply u msg u
0	Can not use foreign stamps in this country. Good lecture .	use foreign stamp country good lecture
0	Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?	good morning boytoy hows yummy lip wheres sexy bun think crave need
0	I shall book chez jules for half eight, if that's ok with you?	shall book chez jules half eight thats ok
0	K da:)how many page you want?	k dahow many page want
1	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.	free st week entry textpod chance win gb ipod £ cash every wk txt pod tscs wwwtextpodnet custcare
0	No. Thank you. You've been wonderful	thank youve wonderful
0	My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7	computer fried essential part dont keep spare fucking idiot roommate looovvve leaving thing running full ltgt
0	Finished class where are you.	finished class
0	No da. . Vijay going to talk in jaya tv	da vijay going talk jaya tv
0	That means get the door	mean get door
0	No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.	specialisation work slave labor look month sha co shakara beggar
0	Lovely smell on this bus and it ain't tobacco... 	lovely smell bus aint tobacco
0	I keep ten rs in my shelf:) buy two egg.	keep ten r shelf buy two egg
1	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk	call germany penny per minute call fixed line via access number prepayment direct access wwwtelediscountcouk
0	That's significant but dont worry.	thats significant dont worry
0	YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV	yeh def something satjust got payedday havbeen given a£ pay rise work havebeen made preschoolcoordinator feelingood luv
0	Are you still playing with gautham?	still playing gautham
0	Thank you princess! I want to see your nice juicy booty...	thank princess want see nice juicy booty
0	Bbq this sat at mine from 6ish. Ur welcome 2 come	bbq sat mine ish ur welcome come
0	Alright. I'm out--have a good night!	alright im outhave good night
0	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel	house water dock boat rolled newscaster dabbles jazz flute behind wheel
1	URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU	urgent mobile awarded £ bonus caller prize nd attempt contact call boxqu
0	Am i that much bad to avoid like this?	much bad avoid like
0	K..u also dont msg or reply to his msg..	ku also dont msg reply msg
0	I dled 3d its very imp	dled imp
1	FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV	free nokia motorola upto mths price linerental free xnet minstxtmth free btooth call mobileupd call optoutdwv
0	Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx	ok im sure time finish tomorrow wan na spend evening co would vewy vewy lubly love xxx
0	Sorry that was my uncle. I.ll keep in touch	sorry uncle ill keep touch
0	Are you this much buzy	much buzy
0	I'm coming home 4 dinner.	im coming home dinner
0	Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.	hi im relaxing time ever get every day party good night get home tomorrow ish
0	Still otside le..u come 2morrow maga..	still otside leu come morrow maga
0	How much u trying to get?	much u trying get
0	In which place do you want da.	place want da
0	Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)	thats cool sometimes slow gentle sonetimes rough hard
0	But really quite funny lor wat... Then u shd haf run shorter distance wat...	really quite funny lor wat u shd haf run shorter distance wat
0	Id have to check but there's only like 1 bowls worth left	id check there like bowl worth left
0	Please sen :)my kind advice :-)please come here and try:-)	please sen kind advice please come try
0	Got it. Seventeen pounds for seven hundred ml – hope ok.	got seventeen pound seven hundred ml – hope ok
1	For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk	ur chance win £ cash every wk txt action tscs wwwmovietriviatv custcare xpwk
1	URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm	urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm
0	Ok lor thanx... Ü in school?	ok lor thanx ü school
0	I'm a guy, browsin is compulsory	im guy browsin compulsory
0	I'm in office now da:)where are you?	im office dawhere
0	Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...	juz havent woke bit blur blur dad went liao cant cum oso
0	Hmmm.but you should give it on one day..	hmmmbut give one day
0	hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.	hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
0	K.i will send in  &lt;#&gt;  min:)	ki send ltgt min
0	How much are we getting?	much getting
0	Sorry, I'll call later	sorry ill call later
0	I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.	ive sent wife text buy shell tell relax go get wkend
0	Thinkin about someone is all good. No drugs for that	thinkin someone good drug
0	Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)	hiya u like hlday pic looked horrible took mo hows camp amrca thing speak soon serena
0	3 pa but not selected.	pa selected
0	… and don‘t worry we‘ll have finished by march … ish!	… ‘ worry ‘ finished march … ish
0	Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...	piggy r u awake bet ure still sleeping im going lunch
0	I might go 2 sch. Yar at e salon now v boring.	might go sch yar e salon v boring
0	How come?	come
0	Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.	thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha
1	Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged	thanks subscription ringtone uk mobile charged £month please confirm replying yes reply charged
0	Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI	watching surya movie pm vijay movie pokkiri
0	Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol	forced eat slice im really hungry tho suck mark getting worried know im sick turn pizza lol
0	Do u still have plumbers tape and a wrench we could borrow?	u still plumber tape wrench could borrow
0	"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"	lov line hurt truth dont mindi wil toleratbcs ur someone never comfort lie gud ni sweet dream
0	No break time one... How... I come out n get my stuff fr ü?	break time one come n get stuff fr ü
0	Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!	princess like make love ltgt time per night hope thats problem
0	I don't know but I'm raping dudes at poker	dont know im raping dude poker
0	TELL HER I SAID EAT SHIT.	tell said eat shit
0	Then any special there?	special
0	Oh k :)why you got job then whats up?	oh k got job whats
0	X course it 2yrs. Just so her messages on messenger lik you r sending me	x course yr message messenger lik r sending
0	I hav almost reached. Call, i m unable to connect u.	hav almost reached call unable connect u
0	Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 	hey mate spoke mag people ‘ deliver end month deliver th sept talk later
0	Dear :-/ why you mood off. I cant drive so i brother to drive	dear mood cant drive brother drive
1	3. You have received your mobile content. Enjoy	received mobile content enjoy
0	Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 	mum say wan go go shun bian watch da glass exhibition
0	Haha awesome, be there in a minute	haha awesome minute
0	Where r e meeting tmr?	r e meeting tmr
0	I notice you like looking in the shit mirror youre turning into a right freak	notice like looking shit mirror youre turning right freak
1	"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"	hear new divorce barbie come ken stuff
1	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt	mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt
0	Happy New Year Princess!	happy new year princess
0	at bruce b downs &amp; fletcher now	bruce b down amp fletcher
0	I will see in half an hour	see half hour
0	Mm that time you dont like fun	mm time dont like fun
0	U come n search tat vid..not finishd..	u come n search tat vidnot finishd
0	PICK UR FONE UP NOW U DUMB?	pick ur fone u dumb
1	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm	gent trying contact last weekend draw show £ prize guaranteed call claim code k valid hr ppm
1	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	important information orange user today lucky dayfind log onto httpwwwurawinnercom there fantastic surprise awaiting
0	What time you thinkin of goin?	time thinkin goin
0	Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*	lol really need remember eat im drinking appreciate keeping company night babe smile
0	Ok enjoy . R u there in home.	ok enjoy r u home
0	The table's occupied, I'm waiting by the tree	table occupied im waiting tree
0	You will be in the place of that man	place man
1	Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!	call tell u call claim £ prize u enter ur mobile personal detail prompt careful
0	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"	wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear
0	Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...	fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
0	For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.	real u getting yo need ticket one jacket im done already used multis
0	Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?	oh really perform write paper go movie home midnight huh
0	Am also doing in cbe only. But have to pay.	also cbe pay
0	Good night my dear.. Sleepwell&amp;Take care	good night dear sleepwellamptake care
0	Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.	better still catch let ask sell ltgt
0	I dont know exactly could you ask chechi.	dont know exactly could ask chechi
1	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate	nd time tried contact u u pound prize claim easy call p per min btnationalrate
0	Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?	nothin come mind ü help buy hanger lor ur laptop heavy
0	Jus finish bathing...	jus finish bathing
0	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?	wasnt well babe swollen gland throat end
0	I wil be there with in  &lt;#&gt;  minutes. Got any space	wil ltgt minute got space
0	For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..	love start attractioni feel need every time around meshe first thing come thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest thing herlove dont proove anyone girl beautiful lady whole planeti always singing praise herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
0	Ok. So april. Cant wait	ok april cant wait
0	I am late. I will be there at	late
0	Please tell me you have some of that special stock you were talking about	please tell special stock talking
0	No, but you told me you were going, before you got drunk!	told going got drunk
0	Ya tel, wats ur problem..	ya tel wats ur problem
0	Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night	yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night
0	It is only yesterday true true.	yesterday true true
0	Are you the cutest girl in the world or what	cutest girl world
0	Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?	thought bout drink tap spile seven pub gas st broad st canal ok
1	Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.	today vodafone number ending selected receive £ award number match call receive £ award
0	Velly good, yes please!	velly good yes please
0	Hope you are having a good week. Just checking in	hope good week checking
0	It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.	make cry stuff happens top everything else push edge dont underdtand often cry sorry sorry life
0	I'm at work. Please call	im work please call
1	Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832	thank winner notified sm good luck future marketing reply stop customer service
0	I wake up long ago already... Dunno, what other thing?	wake long ago already dunno thing
1	goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468	goldviking inviting friend reply yes see wwwsmsacugoldviking stop send stop frnd
0	Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(	good afternoon babe go day job prospect yet miss love sigh
1	LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms	life never much fun great came made truly special wont forget enjoy one gbpsms
0	Awesome, text me when you're restocked	awesome text youre restocked
0	Not much, just some textin'. How bout you?	much textin bout
1	In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)	simpson movie released july name band died start film agreen day bblue day cred day send b c
0	Ok... C ya...	ok c ya
0	R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE	r u sam p eachother meet go house
0	Actually i'm waiting for 2 weeks when they start putting ad.	actually im waiting week start putting ad
0	Who's there say hi to our drugdealer	who say hi drugdealer
0	Did you show him and wot did he say or could u not c him 4 dust?	show wot say could u c dust
1	network operator. The service is free. For T & C's visit 80488.biz	network operator service free c visit biz
0	Check with nuerologist.	check nuerologist
1	Please CALL 08712402902 immediately as there is an urgent message waiting for you.	please call immediately urgent message waiting
0	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"	beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
0	And popping &lt;#&gt; ibuprofens was no help.	popping ltgt ibuprofen help
0	Great to hear you are settling well. So what's happenin wit ola?	great hear settling well whats happenin wit ola
0	I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that	know im lacking particular dramastorms detail part im worried
0	CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx	cheer lou yeah goodnite shame u neva came c ya gailxx
0	Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)	whenevr ur sad whenevr ur gray remembr im listn watevr u wan na say jus walk wid little whileamp promise ill bring back ur smile
0	We have all rounder:)so not required:)	rounderso required
0	Cos i want it to be your thing	co want thing
0	I accidentally brought em home in the box	accidentally brought em home box
0	No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.	need lar jus testing e phone card dunno network gd thk waiting si finish bathing bathe dun disturb u liao u cleaning ur room
0	Yes... I trust u to buy new stuff ASAP so I can try it out	yes trust u buy new stuff asap try
0	Sent me ur email id soon	sent ur email id soon
0	Haha I heard that, text me when you're around	haha heard text youre around
0	I'm stuck in da middle of da row on da right hand side of da lt... 	im stuck da middle da row da right hand side da lt
1	Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.	brand new mobile music service live free music player arrive shortly install phone browse content top artist
0	Aah bless! How's your arm?	aah bless hows arm
0	Aight do you still want to get money	aight still want get money
1	SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+	sm auction nokia get win free auction take part send nokia hgsuitelands rowwjhl
0	We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx	made eta taunton planned hope ‘ still okday good see xx
0	Sending you greetings of joy and happiness. Do have a gr8 evening	sending greeting joy happiness gr evening
0	Speaking of does he have any cash yet?	speaking cash yet
0	Yes! How is a pretty lady like you single?	yes pretty lady like single
0	Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.	whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever im tired thia argument every week ltgt movie doesnt inlude preview youre still getting
0	Fine if thats the way u feel. Thats the way its gota b	fine thats way u feel thats way gota b
0	Well, I meant as opposed to my drunken night of before	well meant opposed drunken night
0	Ok thanx...	ok thanx
0	Tonight? Yeah, I'd be down for that	tonight yeah id
0	Oops my phone died and I didn't even know. Yeah I like it better.	oops phone died didnt even know yeah like better
0	Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..	forgot tell ü smth ü like number section clearer
1	Money i have won wining number 946 wot do i do next	money wining number wot next
0	He's just gonna worry for nothing. And he won't give you money its no use.	he gon na worry nothing wont give money use
1	Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p	reply name address receive post week completely free accommodation various global location wwwphbcom php
0	Were somewhere on Fredericksburg	somewhere fredericksburg
0	I hope you know I'm still mad at you.	hope know im still mad
0	No:-)i got rumour that you going to buy apartment in chennai:-)	noi got rumour going buy apartment chennai
0	Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?	omg make wedding chapel frontierville get good stuff
0	Arms fine, how's Cardiff and uni? 	arm fine hows cardiff uni
0	Yo we are watching a movie on netflix	yo watching movie netflix
0	Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...	got c lazy type forgot ü lect saw pouch like v nice
0	You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th	available im like right around hillsborough amp ltgt th
0	What Today-sunday..sunday is holiday..so no work..	todaysundaysunday holidayso work
0	Will you come online today night	come online today night
1	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs	mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt tc
1	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470	valued customer pleased advise following recent review mob awarded £ bonus prize call
0	Anytime...	anytime
0	Now get step 2 outta the way. Congrats again.	get step outta way congrats
0	No, I decided that only people who care about stuff vote and caring about stuff is for losers	decided people care stuff vote caring stuff loser
0	Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow	lol ok ill try send warned sprint dead slow youll prolly get tomorrow
0	Be sure to check your yahoo email. We sent photos yesterday	sure check yahoo email sent photo yesterday
1	Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow	want anytime network min text new video phone five pound per week call reply delivery tomorrow
0	Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.	yup thk r e teacher said make face look longer darren ask cut short
0	Lol or I could just starve and lose a pound by the end of the day.	lol could starve lose pound end day
0	Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss	hello little party animal thought id buzz friend grin reminding loved send naughty adoring kiss
0	I think chennai well settled?	think chennai well settled
0	Dont talk to him ever ok its my word.	dont talk ever ok word
0	Y lei?	lei
0	I will reach ur home in  &lt;#&gt;  minutes	reach ur home ltgt minute
0	Do ü noe if ben is going?	ü noe ben going
0	I can't right this second, gotta hit people up first	cant right second got ta hit people first
0	I'm glad. You are following your dreams.	im glad following dream
0	Ok. Me watching tv too.	ok watching tv
0	MMM ... Fuck .... Merry Christmas to me	mmm fuck merry christmas
0	You didnt complete your gist oh.	didnt complete gist oh
0	What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..	u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor
0	Ofcourse I also upload some songs	ofcourse also upload song
0	Er yep sure. Props?	er yep sure prop
1	Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP	record indicate u maybe entitled pound compensation accident claim free reply claim msg stop txt stop
